,Unnamed: 0,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,NOME_MUNICIPIO,ANO_BO,NUM_BO,VERSAO,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,NOME_MUNICIPIO_CIRC,DATA_OCORRENCIA_BO,HORA_OCORRENCIA,DESCRICAO_APRESENTACAO,DATAHORA_REGISTRO_BO,DATA_COMUNICACAO_BO,DATAHORA_IMPRESSAO_BO,DESCR_PERIODO,AUTORIA_BO,FLAG_INTOLERANCIA,TIPO_INTOLERANCIA,FLAG_FLAGRANTE,FLAG_STATUS,DESC_LEI,FLAG_ATO_INFRACIONAL,RUBRICA,DESCR_CONDUTA,DESDOBRAMENTO,CIRCUNSTANCIA,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,CIDADE,BAIRRO,CEP,LOGRADOURO_VERSAO,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,CONT_OBJETO,DESCR_MODO_OBJETO,DESCR_TIPO_OBJETO,DESCR_SUBTIPO_OBJETO,DESCR_UNIDADE,QUANTIDADE_OBJETO,MARCA_OBJETO,FLAG_BLOQUEIO,FLAG_DESBLOQUEIO,MES,ANO,PERIODO_DO_DIA
0,0,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,AI6605,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-07,17:00:00,Pela Parte Interessada,2023-01-09,2023-01-09,2023-01-09,,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14015040.0,1,RUA SÃO SEBASTIÃO,698.0,-21.1773284182157,-47.8081659465882,1002569081,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,1,2023,Tarde
1,1,100919,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,RIBEIRAO PRETO,2023,AL6985,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-11,,Por Integrantes da Polícia Militar,2023-01-11,2023-01-11,2023-01-11,De madrugada,C,N,,S,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,"§ 2º, II - há concurso de duas ou mais pessoas",Comércio e Serviços,Posto de Gasolina,RIBEIRAO PRETO,CENTRO,14015010.0,1,RUA MARIANA JUNQUEIRA,52.0,-21.17395621,-47.8077521499999,1002593784,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Motorola,,,1,2023,
2,2,100919,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,RIBEIRAO PRETO,2023,AL8902,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-11,06:20:00,Pela Parte Interessada,2023-01-11,2023-01-11,2023-01-11,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD SUMARE,14025160.0,1,RUA COMANDANTE MARCONDES SALGADO,1726.0,-21.1846840059999,-47.8119896599999,1002594406,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Samsung,S,N,1,2023,Manhã
3,3,100462,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.S. JOAQUIM DA BARRA,DEL.INV.GER. S. JOAQUIM BARRA,RIBEIRAO PRETO,2023,AM3521,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-10,17:50:03,Pela Parte Interessada,2023-01-11,2023-01-11,2023-01-11,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,"§ 2ºA, I - Se a violência ou ameaça é exercida com emprego de arma de fogo ",Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,12501030.0,1,RUA DUQUE DE CAXIAS,761.0,-21.1763093,-47.8063603,1002597701,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Samsung,,,1,2023,Tarde
4,4,100462,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.S. JOAQUIM DA BARRA,DEL.INV.GER. S. JOAQUIM BARRA,RIBEIRAO PRETO,2023,AM3521,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-10,17:50:03,Pela Parte Interessada,2023-01-11,2023-01-11,2023-01-11,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,"§ 2º, II - há concurso de duas ou mais pessoas",Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,12501030.0,1,RUA DUQUE DE CAXIAS,761.0,-21.1763093,-47.8063603,1002597701,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Samsung,,,1,2023,Tarde
5,5,100462,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.S. JOAQUIM DA BARRA,DEL.INV.GER. S. JOAQUIM BARRA,RIBEIRAO PRETO,2023,AM3521,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-10,17:50:03,Pela Parte Interessada,2023-01-11,2023-01-11,2023-01-11,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,"§ 2º, VII - se a violência ou grave ameaça é exercida com emprego de arma branca ",Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,12501030.0,1,RUA DUQUE DE CAXIAS,761.0,-21.1763093,-47.8063603,1002597701,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Samsung,,,1,2023,Tarde
6,6,100462,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.S. JOAQUIM DA BARRA,DEL.INV.GER. S. JOAQUIM BARRA,RIBEIRAO PRETO,2023,AM3521,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-10,17:50:03,Pela Parte Interessada,2023-01-11,2023-01-11,2023-01-11,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,"§ 2º, V - o agente mantém a vítima em seu poder, restringindo sua liberdade",Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,12501030.0,1,RUA DUQUE DE CAXIAS,761.0,-21.1763093,-47.8063603,1002597701,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Samsung,,,1,2023,Tarde
7,7,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,AP7167,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-12,23:45:00,Pela Parte Interessada,2023-01-14,2023-01-13,2023-01-14,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,,,RIBEIRAO PRETO,CENTRO,14010100.0,1,RUA VISCONDE DE INHAÚMA,1006.0,-21.1801182,-47.8120268,1002622179,Subtraído,Telecomunicação,Telefone Celular,,1,Xiaomi,S,N,1,2023,Noite
8,8,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,AQ6211,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2022-12-15,,Pela Parte Interessada,2023-01-15,2023-01-15,2023-01-15,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010030.0,1,AVENIDA DOUTOR FRANCISCO JUNQUEIRA,726.0,,,1002628263,Subtraído,Telecomunicação,Telefone Celular,,1,LG,S,N,1,2023,
9,9,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,AQ9093,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-13,,Pela Parte Interessada,2023-01-16,2023-01-14,2023-01-16,A tarde,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010000.0,1,RUA GENERAL OSÓRIO,78.0,-21.1731391857391,-47.8121987941739,1002631159,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,1,2023,
10,10,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,AR0738,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-14,16:50:00,Pela Parte Interessada,2023-01-16,2023-01-16,2023-01-16,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010040.0,1,ACESSO AVENIDA JERÔNIMO GONÇALVES,100.0,-21.1760485639999,-47.814458449,1002632982,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Apple,,,1,2023,Tarde
11,11,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,AR9572,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-14,,Pela Parte Interessada,2023-01-16,2023-01-15,2023-01-16,Pela manhã,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010000.0,1,RUA GENERAL OSÓRIO,1085.0,-21.1786833,-47.8045834,1002639420,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,1,2023,
12,12,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,AT6366,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-16,,Pela Parte Interessada,2023-01-17,2023-01-17,2023-01-17,A tarde,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14015020.0,1,RUA DUQUE DE CAXIAS,1329.0,-21.1787933,-47.8029634,1002651774,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,1,2023,
13,13,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,AV0246,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-17,09:30:00,Pela Parte Interessada,2023-01-18,2023-01-18,2023-01-18,,D,N,,N,CONSUMADO,Código Penal,N,Invasão de dispositivo informático,,,,Via Pública,Via Pública,RIBEIRAO PRETO,JARDIM AMERICA,14020130.0,1,RUA DOUTOR ENÉAS DE CARVALHO ÁGUIAR,160.0,-21.1908477653243,-47.7996807061621,1002661826,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,1,2023,Manhã
14,14,100919,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,RIBEIRAO PRETO,2023,AV0880,2,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2022-12-30,02:00:00,Pela Parte Interessada,2023-01-18,2023-01-18,2023-01-18,,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Residência,,o crime é praticado durante o repouso noturno,Residência,Casa,RIBEIRAO PRETO,CENTRO,,1,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,0.0,0.0,1002662241,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Asus,S,N,1,2023,Madrugada
15,15,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,AW9698,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-19,,Pela Parte Interessada,2023-01-20,2023-01-19,2023-01-20,De madrugada,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,,,,RIBEIRAO PRETO,CENTRO,14010150.0,1,RUA COMANDANTE MARCONDES SALGADO,1009.0,-21.1822446460816,-47.8098955848163,1002676105,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,N,N,1,2023,
16,16,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,BA8813,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-20,05:30:00,Pela Parte Interessada,2023-01-23,2023-01-23,2023-01-23,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Estacionamento/Garagem,Garagem ou abrigo de residência,RIBEIRAO PRETO,CENTRO,,1,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,0.0,0.0,1002705629,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,1,2023,Madrugada
17,17,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,BB6668,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-11,,Pela Parte Interessada,2023-01-24,2023-01-23,2023-01-24,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010080.0,1,RUA ÁLVARES CABRAL,895.0,-21.178304565617,-47.8129470919574,1002711174,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,1,2023,
18,18,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,BC3937,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-24,,Pela Parte Interessada,2023-01-24,2023-01-24,2023-01-24,A tarde,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14015020.0,1,RUA DUQUE DE CAXIAS,761.0,-21.1762208826666,-47.8065301733333,1002716440,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,1,2023,
19,19,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,BC7357,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-20,04:00:00,Pela Parte Interessada,2023-01-25,2023-01-24,2023-01-25,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14015020.0,1,RUA DUQUE DE CAXIAS,141.0,-21.1726608660625,-47.81124429125,1002718711,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,N,N,1,2023,Madrugada
20,20,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,BD8132,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-13,,Pela Parte Interessada,2023-01-26,2023-01-25,2023-01-26,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010060.0,1,RUA SALDANHA MARINHO,153.0,-21.1718627,-47.8096132,1002726339,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,1,2023,
21,21,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,BE3887,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-21,,Pela Parte Interessada,2023-01-26,2023-01-25,2023-01-26,A tarde,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010070.0,1,RUA AMADOR BUENO,180.0,-21.1726393,-47.8092015,1002731004,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,1,2023,
22,22,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,BF7718,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-25,,Pela Parte Interessada,2023-01-27,2023-01-27,2023-01-27,De madrugada,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010160.0,1,RUA SÃO JOSÉ,616.0,-21.1800995,-47.8066787,1002740940,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,1,2023,
23,23,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,BH5243,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-26,,Pela Parte Interessada,2023-01-29,2023-01-29,2023-01-29,A tarde,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010050.0,1,RUA JOSÉ BONIFÁCIO,815.0,-21.1761868745937,-47.8145663272187,1002753688,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,1,2023,
24,24,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,BH9266,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-29,23:30:00,Pela Parte Interessada,2023-01-30,2023-01-30,2023-01-30,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010040.0,1,ACESSO AVENIDA JERÔNIMO GONÇALVES,640.0,-21.1760485639999,-47.814458449,1002756940,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,1,2023,Noite
25,25,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,BI5018,3,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-29,,Pela Parte Interessada,2023-01-31,2023-01-30,2023-01-31,A noite,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,,,,RIBEIRAO PRETO,CENTRO,14015120.0,1,RUA RUI BARBOSA,105.0,-21.1785149176111,-47.815982672,1002761831,Subtraído,Telecomunicação,Telefone Celular,,1,LG,N,N,1,2023,
26,26,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,BJ3029,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-05,10:20:00,Pela Parte Interessada,2023-01-30,2023-01-30,2023-01-30,,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010000.0,1,RUA GENERAL OSÓRIO,273.0,-21.1742516002765,-47.8106952541915,1002767766,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,1,2023,Manhã
27,27,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,BJ3247,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-30,09:00:00,Pela Parte Interessada,2023-01-30,2023-01-30,2023-01-30,,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010000.0,1,RUA GENERAL OSÓRIO,273.0,-21.1742516002765,-47.8106952541915,1002767924,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,1,2023,Manhã
28,28,100919,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,RIBEIRAO PRETO,2023,BK2796,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-30,11:30:49,Pela Parte Interessada,2023-01-31,2023-01-31,2023-01-31,,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Transeunte,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14015060.0,1,RUA FLORÊNCIO DE ABREU,400.0,-21.1834475489999,-47.803077356,1002774964,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Motorola,S,N,1,2023,Manhã
29,29,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,BK2934,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-18,,Pela Parte Interessada,2023-01-31,2023-01-31,2023-01-31,Pela manhã,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14010100.0,1,RUA VISCONDE DE INHAÚMA,1.0,-21.173267914,-47.8059021449999,1002774952,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,1,2023,
30,30,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,BL2699,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,01º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-27,,Pela Parte Interessada,2023-02-01,2023-01-31,2023-02-01,A noite,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14015050.0,1,RUA AMÉRICO BRASILIENSE,77.0,-21.174703,-47.813051,1002781836,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,1,2023,
31,31,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,AA6135,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,02º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-01,19:30:00,Pela Parte Interessada,2023-01-02,2023-01-02,2023-01-02,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,"§ 2º, II - há concurso de duas ou mais pessoas",Via Pública,Via Pública,RIBEIRAO PRETO,VILA MARIANA,14075330.0,1,RUA URUGUAI,1301.0,-21.1431058,-47.7836348,1002506664,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,1,2023,Noite
32,32,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,AA6135,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,02º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-01,19:30:00,Pela Parte Interessada,2023-01-02,2023-01-02,2023-01-02,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,"§ 2º, II - há concurso de duas ou mais pessoas",Via Pública,Via Pública,RIBEIRAO PRETO,VILA MARIANA,14075330.0,1,RUA URUGUAI,1301.0,-21.1431058,-47.7836348,1002506663,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,1,2023,Noite
33,33,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,AA6471,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,02º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-01,19:30:00,Pela Parte Interessada,2023-01-02,2023-01-02,2023-01-02,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,"§ 2º, II - há concurso de duas ou mais pessoas",Via Pública,Via Pública,RIBEIRAO PRETO,VILA MARIANA,14075330.0,1,RUA URUGUAI,1301.0,-21.1431058,-47.7836348,1002506992,Subtraído,Telecomunicação,Telefone Celular,,1,Xiaomi,N,N,1,2023,Noite
34,34,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,AA6471,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,02º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-01,19:30:00,Pela Parte Interessada,2023-01-02,2023-01-02,2023-01-02,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,"§ 2ºA, I - Se a violência ou ameaça é exercida com emprego de arma de fogo ",Via Pública,Via Pública,RIBEIRAO PRETO,VILA MARIANA,14075330.0,1,RUA URUGUAI,1301.0,-21.1431058,-47.7836348,1002506992,Subtraído,Telecomunicação,Telefone Celular,,1,Xiaomi,N,N,1,2023,Noite
